Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; No income,Margin of Error; No income,Estimate; With income:,Margin of Error; With income:,"Estimate; With income: - $1 to $9,999 or loss","Margin of Error; With income: - $1 to $9,999 or loss","Estimate; With income: - $10,000 to $14,999","Margin of Error; With income: - $10,000 to $14,999","Estimate; With income: - $15,000 to $24,999","Margin of Error; With income: - $15,000 to $24,999","Estimate; With income: - $25,000 to $34,999","Margin of Error; With income: - $25,000 to $34,999","Estimate; With income: - $35,000 to $49,999","Margin of Error; With income: - $35,000 to $49,999","Estimate; With income: - $50,000 to $64,999","Margin of Error; With income: - $50,000 to $64,999","Estimate; With income: - $65,000 to $74,999","Margin of Error; With income: - $65,000 to $74,999","Estimate; With income: - $75,000 or more","Margin of Error; With income: - $75,000 or more",Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - No income,Margin of Error; Same house 1 year ago: - No income,Estimate; Same house 1 year ago: - With income:,Margin of Error; Same house 1 year ago: - With income:,"Estimate; Same house 1 year ago: - With income: - $1 to $9,999 or loss","Margin of Error; Same house 1 year ago: - With income: - $1 to $9,999 or loss","Estimate; Same house 1 year ago: - With income: - $10,000 to $14,999","Margin of Error; Same house 1 year ago: - With income: - $10,000 to $14,999","Estimate; Same house 1 year ago: - With income: - $15,000 to $24,999","Margin of Error; Same house 1 year ago: - With income: - $15,000 to $24,999","Estimate; Same house 1 year ago: - With income: - $25,000 to $34,999","Margin of Error; Same house 1 year ago: - With income: - $25,000 to $34,999","Estimate; Same house 1 year ago: - With income: - $35,000 to $49,999","Margin of Error; Same house 1 year ago: - With income: - $35,000 to $49,999","Estimate; Same house 1 year ago: - With income: - $50,000 to $64,999","Margin of Error; Same house 1 year ago: - With income: - $50,000 to $64,999","Estimate; Same house 1 year ago: - With income: - $65,000 to $74,999","Margin of Error; Same house 1 year ago: - With income: - $65,000 to $74,999","Estimate; Same house 1 year ago: - With income: - $75,000 or more","Margin of Error; Same house 1 year ago: - With income: - $75,000 or more",Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - No income,Margin of Error; Moved within same county: - No income,Estimate; Moved within same county: - With income:,Margin of Error; Moved within same county: - With income:,"Estimate; Moved within same county: - With income: - $1 to $9,999 or loss","Margin of Error; Moved within same county: - With income: - $1 to $9,999 or loss","Estimate; Moved within same county: - With income: - $10,000 to $14,999","Margin of Error; Moved within same county: - With income: - $10,000 to $14,999","Estimate; Moved within same county: - With income: - $15,000 to $24,999","Margin of Error; Moved within same county: - With income: - $15,000 to $24,999","Estimate; Moved within same county: - With income: - $25,000 to $34,999","Margin of Error; Moved within same county: - With income: - $25,000 to $34,999","Estimate; Moved within same county: - With income: - $35,000 to $49,999","Margin of Error; Moved within same county: - With income: - $35,000 to $49,999","Estimate; Moved within same county: - With income: - $50,000 to $64,999","Margin of Error; Moved within same county: - With income: - $50,000 to $64,999","Estimate; Moved within same county: - With income: - $65,000 to $74,999","Margin of Error; Moved within same county: - With income: - $65,000 to $74,999","Estimate; Moved within same county: - With income: - $75,000 or more","Margin of Error; Moved within same county: - With income: - $75,000 or more",Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - No income,Margin of Error; Moved from different county within same state: - No income,Estimate; Moved from different county within same state: - With income:,Margin of Error; Moved from different county within same state: - With income:,"Estimate; Moved from different county within same state: - With income: - $1 to $9,999 or loss","Margin of Error; Moved from different county within same state: - With income: - $1 to $9,999 or loss","Estimate; Moved from different county within same state: - With income: - $10,000 to $14,999","Margin of Error; Moved from different county within same state: - With income: - $10,000 to $14,999","Estimate; Moved from different county within same state: - With income: - $15,000 to $24,999","Margin of Error; Moved from different county within same state: - With income: - $15,000 to $24,999","Estimate; Moved from different county within same state: - With income: - $25,000 to $34,999","Margin of Error; Moved from different county within same state: - With income: - $25,000 to $34,999","Estimate; Moved from different county within same state: - With income: - $35,000 to $49,999","Margin of Error; Moved from different county within same state: - With income: - $35,000 to $49,999","Estimate; Moved from different county within same state: - With income: - $50,000 to $64,999","Margin of Error; Moved from different county within same state: - With income: - $50,000 to $64,999","Estimate; Moved from different county within same state: - With income: - $65,000 to $74,999","Margin of Error; Moved from different county within same state: - With income: - $65,000 to $74,999","Estimate; Moved from different county within same state: - With income: - $75,000 or more","Margin of Error; Moved from different county within same state: - With income: - $75,000 or more",Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - No income,Margin of Error; Moved from different state: - No income,Estimate; Moved from different state: - With income:,Margin of Error; Moved from different state: - With income:,"Estimate; Moved from different state: - With income: - $1 to $9,999 or loss","Margin of Error; Moved from different state: - With income: - $1 to $9,999 or loss","Estimate; Moved from different state: - With income: - $10,000 to $14,999","Margin of Error; Moved from different state: - With income: - $10,000 to $14,999","Estimate; Moved from different state: - With income: - $15,000 to $24,999","Margin of Error; Moved from different state: - With income: - $15,000 to $24,999","Estimate; Moved from different state: - With income: - $25,000 to $34,999","Margin of Error; Moved from different state: - With income: - $25,000 to $34,999","Estimate; Moved from different state: - With income: - $35,000 to $49,999","Margin of Error; Moved from different state: - With income: - $35,000 to $49,999","Estimate; Moved from different state: - With income: - $50,000 to $64,999","Margin of Error; Moved from different state: - With income: - $50,000 to $64,999","Estimate; Moved from different state: - With income: - $65,000 to $74,999","Margin of Error; Moved from different state: - With income: - $65,000 to $74,999","Estimate; Moved from different state: - With income: - $75,000 or more","Margin of Error; Moved from different state: - With income: - $75,000 or more",Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - No income,Margin of Error; Moved from abroad: - No income,Estimate; Moved from abroad: - With income:,Margin of Error; Moved from abroad: - With income:,"Estimate; Moved from abroad: - With income: - $1 to $9,999 or loss","Margin of Error; Moved from abroad: - With income: - $1 to $9,999 or loss","Estimate; Moved from abroad: - With income: - $10,000 to $14,999","Margin of Error; Moved from abroad: - With income: - $10,000 to $14,999","Estimate; Moved from abroad: - With income: - $15,000 to $24,999","Margin of Error; Moved from abroad: - With income: - $15,000 to $24,999","Estimate; Moved from abroad: - With income: - $25,000 to $34,999","Margin of Error; Moved from abroad: - With income: - $25,000 to $34,999","Estimate; Moved from abroad: - With income: - $35,000 to $49,999","Margin of Error; Moved from abroad: - With income: - $35,000 to $49,999","Estimate; Moved from abroad: - With income: - $50,000 to $64,999","Margin of Error; Moved from abroad: - With income: - $50,000 to $64,999","Estimate; Moved from abroad: - With income: - $65,000 to $74,999","Margin of Error; Moved from abroad: - With income: - $65,000 to $74,999","Estimate; Moved from abroad: - With income: - $75,000 or more","Margin of Error; Moved from abroad: - With income: - $75,000 or more"
0500000US06001,6001,"Alameda County, California",2005,1116735,316,153504,6360,963231,6364,195435,8007,79490,5761,127707,6294,106045,6097,138201,5474,104077,6290,44693,3468,167583,6208,924399,12299,123915,7064,800484,10767,156172,6431,64427,4975,105557,5722,84507,5128,117414,5363,87952,5628,37606,3234,146849,6007,117546,9041,15601,2390,101945,7533,24078,3125,10608,2206,14177,2267,14860,2642,12802,2304,9537,2020,4155,1393,11728,2437,42981,5184,4996,1570,37985,4975,6518,1354,2423,970,5051,1563,4874,1482,5398,1618,5277,1871,2147,1287,6297,1916,18387,2870,2785,1570,15602,2322,4395,1533,1643,735,1670,536,1415,896,2244,1093,1080,628,613,474,2542,1089,13422,3650,6207,3126,7215,1856,4272,1438,389,367,1252,652,389,345,343,382,231,240,172,163,167,164
0500000US06007,6007,"Butte County, California",2005,169837,657,16479,1434,153358,1530,41679,2830,21426,2152,26667,2374,19178,2276,17422,2041,11285,1330,4465,1214,11236,2064,132189,4036,13553,1358,118636,4026,27653,2496,15898,1975,19930,1948,16452,2027,14092,1901,10101,1397,4284,1182,10226,1948,24690,3603,2229,987,22461,3328,8921,2149,4322,1273,3965,1325,1301,543,2355,869,937,517,139,150,521,394,11079,2534,479,292,10600,2451,4242,1278,1060,552,2571,1398,1113,674,845,707,247,272,42,71,480,460,1364,711,95,128,1269,701,587,426,146,179,85,144,312,390,130,168,0,293,0,293,9,17,515,273,123,158,392,276,276,226,0,293,116,154,0,293,0,293,0,293,0,293,0,293
0500000US06013,6013,"Contra Costa County, California",2005,789991,368,105933,5701,684058,5661,128717,5386,58234,4771,80989,5461,76108,4413,98124,5789,73229,4634,36973,3263,131684,5586,659977,9037,85532,5240,574445,8912,106533,5072,47678,4064,67008,4847,61895,4131,78106,4925,62185,4176,31971,3223,119069,5204,79069,7367,11926,2547,67143,5915,11652,2320,6115,1741,9515,2022,8693,2035,12711,2304,6511,1585,3660,1011,8286,1783,33166,3758,3826,1562,29340,3186,6704,1850,3208,1203,3248,1158,4713,1432,4725,1590,2952,1116,865,476,2925,869,11758,3493,2957,1785,8801,2102,1169,457,710,533,953,426,714,513,2449,1361,1276,658,416,290,1114,502,6021,2061,1692,787,4329,1905,2659,1539,523,445,265,306,93,154,133,158,305,299,61,101,290,194
0500000US06017,6017,"El Dorado County, California",2005,143717,717,14219,1821,129498,1920,28107,3173,12731,2001,17779,2044,13748,2036,16734,1877,11955,1731,7369,1574,21075,2054,123828,3398,12931,1990,110897,3254,24070,2637,9958,1852,14569,1845,11496,1753,14811,1737,11196,1641,6673,1474,18124,2081,8719,2324,210,348,8509,2238,1560,993,1430,958,1856,944,1491,924,768,564,230,251,211,180,963,460,10284,2934,1017,707,9267,2613,2087,1140,1294,821,1354,880,534,454,1035,871,529,381,485,422,1949,973,456,350,0,293,456,350,248,259,49,79,0,293,0,293,120,227,0,293,0,293,39,65,430,402,61,104,369,346,142,196,0,293,0,293,227,292,0,293,0,293,0,293,0,293
0500000US06019,6019,"Fresno County, California",2005,635090,310,99586,4861,535504,4893,140692,6850,71590,4573,96720,5285,69411,3892,61928,4312,39950,3533,17053,2215,38160,3597,528787,7578,82396,4371,446391,7672,112931,6015,61699,4616,79149,4710,55522,3463,52451,3827,35118,3001,14416,2050,35105,3244,80077,6815,11251,2456,68826,5598,20437,2655,7304,1777,14473,2840,11214,2476,7752,1617,3405,1297,1818,1003,2423,889,16546,3120,2087,845,14459,2860,4458,1539,2011,958,2250,919,2184,867,1436,731,1173,681,411,286,536,450,4403,1651,1439,1259,2964,1084,807,712,485,366,595,393,338,217,192,187,96,111,355,367,96,112,5277,2599,2413,2046,2864,1269,2059,1130,91,106,253,290,153,123,97,158,158,265,53,91,0,293
0500000US06023,6023,"Humboldt County, California",2005,101324,266,8254,1297,93070,1275,23458,2263,13500,1891,16889,2081,12572,1521,10377,1597,7089,1201,2348,686,6837,1431,80351,2535,6415,1182,73936,2607,16369,1784,10636,1805,12729,1559,10617,1441,9025,1393,6131,996,2105,653,6324,1312,14305,2493,1235,672,13070,2272,4509,1657,2112,788,3186,1226,1655,777,997,586,312,306,119,141,180,159,3092,1110,197,231,2895,1041,1214,700,180,171,512,352,67,112,80,111,434,491,75,99,333,379,3255,1470,392,386,2863,1249,1301,767,380,345,462,446,233,246,275,300,212,278,0,293,0,293,321,326,15,37,306,327,65,89,192,299,0,293,0,293,0,293,0,293,49,80,0,293
0500000US06025,6025,"Imperial County, California",2005,106048,500,23128,2169,82920,2252,27813,2386,11435,1602,14191,1953,9040,1505,7624,1349,6376,1284,2771,767,3670,761,90232,3798,18894,2366,71338,3308,24085,2378,9720,1626,11651,1766,7868,1358,6303,1321,5628,1183,2664,749,3419,701,9844,3549,2551,1691,7293,2333,2835,1365,1095,599,1126,617,412,564,866,712,721,524,0,293,238,245,2197,983,474,387,1723,769,404,298,524,356,264,310,260,262,194,174,27,49,50,82,0,293,1019,684,143,224,876,541,227,176,32,56,145,162,306,349,109,129,0,293,57,95,0,293,2756,1454,1066,806,1690,1037,262,220,64,80,1005,951,194,318,152,152,0,293,0,293,13,21
0500000US06029,6029,"Kern County, California",2005,531655,330,81545,4144,450110,4169,123674,6603,61770,4174,79138,4852,52184,4266,53077,3865,32315,3503,12808,1659,35144,3204,429162,7469,66634,3521,362528,7496,94067,6080,48784,3717,65512,4421,40474,3620,44663,3722,27155,2896,10933,1701,30940,2994,68426,7642,9127,3662,59299,5726,17548,2966,9312,2215,10130,2364,7932,1995,6367,1577,3936,1445,1447,660,2627,906,18862,3691,2406,935,16456,3337,7298,2238,2626,995,2287,712,1468,580,1120,549,589,365,371,291,697,403,9227,2493,1345,758,7882,2233,2392,922,927,531,555,442,2310,1508,697,573,578,394,45,75,378,262,5978,2164,2033,1172,3945,1617,2369,1440,121,127,654,542,0,293,230,285,57,96,12,21,502,455
0500000US06031,6031,"Kings County, California",2005,87419,266,12813,1498,74606,1482,23092,1953,9106,1298,13722,1723,9625,1818,8647,1766,4448,1027,2060,649,3906,896,73687,2658,11060,1522,62627,2645,18160,1746,8146,1197,11482,1577,8034,1488,7991,1756,3546,952,1620,585,3648,914,8162,2198,707,405,7455,1977,3177,1140,598,432,1099,649,1126,751,434,337,546,387,305,369,170,167,3328,1025,555,383,2773,875,1073,541,65,105,571,477,465,427,213,241,163,180,135,164,88,111,1461,909,119,117,1342,882,594,438,116,135,479,529,0,293,9,16,144,143,0,293,0,293,781,792,372,459,409,353,88,97,181,282,91,112,0,293,0,293,49,85,0,293,0,293
0500000US06037,6037,"Los Angeles County, California",2005,7475585,*****,1250401,19186,6225184,19186,1413503,20313,758507,16580,1092160,18149,740402,15470,787787,14110,526988,14166,208508,8676,697329,13188,6504047,27145,1093959,19264,5410088,29038,1222362,17844,654166,16544,942745,17687,645463,16090,681415,13380,458943,12853,184135,8427,620859,11920,728459,24303,107570,7369,620889,22107,129593,9445,79973,6014,120750,8060,74283,6272,87527,6866,54974,5668,16790,2336,56999,5111,78926,7115,8788,1814,70138,6871,17116,3144,6717,1827,13349,2982,8865,1843,7412,1792,5411,1703,3390,1251,7878,1773,84048,7690,9980,2473,74068,6755,17009,3037,10896,2902,10851,2463,9054,1826,9049,1934,6002,1751,2815,886,8392,1593,80105,12723,30104,4024,50001,10679,27423,10281,6755,1953,4465,1488,2737,1225,2384,830,1658,693,1378,1064,3201,1139
